Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot31,"Ярослав Ильюшин",hard,6,Completed,"Scav House","Scav House: Objective #1","1","21:07:40","21:08:03",
Bot31,"Ярослав Ильюшин",hard,6,Completed,"The Survivalist Path - Thrifty","Zone huntsman_005_2","2","21:08:08","21:10:44",
Bot31,"Ярослав Ильюшин",hard,6,Completed,"The Survivalist Path - Thrifty","Zone huntsman_005_1","2","21:10:49","21:14:37",
Bot31,"Ярослав Ильюшин",hard,6,Completed,"Introduction","Item Encrypted message","1","21:14:42","21:15:18",
Bot35,"Kendall Summer",hard,37,Failed,"The Blood of War - Part 3","Zone bar_fuel3_2","1","21:07:43","21:08:19",
Bot35,"Kendall Summer",hard,37,Completed,"The Blood of War - Part 3","Zone bar_fuel3_3","1","21:08:25","21:10:34",
Bot35,"Kendall Summer",hard,37,Completed,"The Blood of War - Part 3","Zone bar_fuel3_1","1","21:10:40","21:12:50",
Bot35,"Kendall Summer",hard,37,Completed,"Assessment - Part 2","Zone meh_45_radio_area_mark_4","1","21:12:55","21:13:45",
Bot35,"Kendall Summer",hard,37,Failed,"Assessment - Part 2","Zone meh_45_radio_area_mark_3","1","21:13:50","21:16:48",
Bot35,"Kendall Summer",hard,37,Completed,"Assessment - Part 2","Zone meh_45_radio_area_mark_2","1","21:16:53","21:18:00",
Bot35,"Kendall Summer",hard,37,Failed,"Assessment - Part 2","Zone meh_45_radio_area_mark_1","1","21:18:05","21:21:43",
Bot35,"Kendall Summer",hard,37,Completed,"USEC Camp North","USEC Camp North: Objective #1","3","21:21:48","21:25:00",
Bot35,"Kendall Summer",hard,37,Completed,"USEC Camp North","USEC Camp North: Objective #2","2","21:25:05","21:25:15",
Bot35,"Kendall Summer",hard,37,Completed,"USEC Camp North","USEC Camp North: Objective #3","1","21:25:20","21:25:26",
Bot35,"Kendall Summer",hard,37,Completed,"USEC Camp North","USEC Camp North: Objective #4","2","21:25:31","21:26:08",
Bot35,"Kendall Summer",hard,37,Completed,"Sawmill Checkpoint","Sawmill Checkpoint: Objective #1","4","21:26:14","21:28:12",
Bot35,"Kendall Summer",hard,37,Completed,"Sawmill Warehouse","Sawmill Warehouse: Objective #1","2","21:28:17","21:29:06",
Bot35,"Kendall Summer",hard,37,Completed,"Sawmill Warehouse","Sawmill Warehouse: Objective #2","1","21:29:11","21:29:23",
Bot35,"Kendall Summer",hard,37,Active,"Sawmill Beach Sniping","Sawmill Beach Sniping: Objective #1","2","21:29:28","N/A",
Bot36,"Miquel Bessey",hard,38,Failed,"The Blood of War - Part 3","Zone bar_fuel3_2","1","21:07:45","21:22:58",
Bot39,"Тарас Рассказов",hard,17,Completed,"Gratitude","Zone place_THX_15","2","21:07:49","21:09:31",
Bot39,"Тарас Рассказов",hard,17,Failed,"Scav Base","Scav Base: Objective #3","1","21:09:36","21:10:33",
Bot40,"Арсений Глоба",hard,34,Failed,"Steady Signal","Zone q14_8_2","1","21:07:49","21:11:28",
Bot41,"Доброслав Рубашкин",hard,38,Failed,"The Blood of War - Part 3","Zone bar_fuel3_3","1","21:07:50","21:11:30",
Bot42,"Darrell Gebhard",hard,34,Completed,"Health Care Privacy - Part 3","Zone ter_015_area_1","1","21:07:52","21:12:24",
Bot42,"Darrell Gebhard",hard,34,Completed,"Steady Signal","Zone q14_8_4","1","21:12:29","21:14:22",
Bot42,"Darrell Gebhard",hard,34,Completed,"Steady Signal","Zone q14_8_5","1","21:14:27","21:17:44",
Bot42,"Darrell Gebhard",hard,34,Completed,"Steady Signal","Zone q14_8_2","1","21:17:50","21:20:04",
Bot42,"Darrell Gebhard",hard,34,Completed,"The Blood of War - Part 3","Zone bar_fuel3_3","1","21:20:09","21:21:49",
Bot42,"Darrell Gebhard",hard,34,Failed,"The Blood of War - Part 3","Zone bar_fuel3_2","1","21:21:54","21:22:46",
Bot42,"Darrell Gebhard",hard,34,Completed,"The Blood of War - Part 3","Zone bar_fuel3_1","1","21:22:51","21:26:36",
Bot42,"Darrell Gebhard",hard,34,Completed,"Sawmill Checkpoint Nearby Rocks","Sawmill Checkpoint Nearby Rocks: Objective #1","1","21:26:41","21:26:49",
Bot42,"Darrell Gebhard",hard,34,Completed,"Sawmill Checkpoint","Sawmill Checkpoint: Objective #1","4","21:26:54","21:29:01",
Bot42,"Darrell Gebhard",hard,34,Active,"Sawmill Cabins","Sawmill Cabins: Objective #3","1","21:29:06","N/A",
Bot43,"Glenn Pereira",hard,29,Failed,"Steady Signal","Zone q14_8_5","1","21:07:52","21:10:58",
Bot44,"Norberto Tatom",hard,13,Failed,"Scav Base","Scav Base: Objective #2","1","21:07:53","21:10:22",
Bot53,"Fermin Bromberg",hard,25,Failed,"Steady Signal","Zone q14_8_2","1","21:14:59","21:15:00",
Bot53,"Fermin Bromberg",hard,25,Failed,"Steady Signal","Zone q14_8_3","1","21:15:05","21:15:20",
Bot53,"Fermin Bromberg",hard,25,Failed,"Steady Signal","Zone q14_8_5","1","21:15:25","21:15:27",
