Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot69,"Руслан Митин",hard,31,Failed,"3rd Floor Office Rush","3rd Floor Office Rush: Objective #1","1","20:23:51","20:25:45",
Bot69,"Руслан Митин",hard,31,Failed,"3rd Floor Office Rush","3rd Floor Office Rush: Objective #2","1","20:24:06","20:25:45",
Bot69,"Руслан Митин",hard,31,Failed,"Engineer's Office","Engineer's Office: Objective #1","1","20:24:06","20:25:45",
Bot70,"Пахом Есиков",hard,14,Failed,"Chemical - Part 3","Item Syringe with a chemical","1","20:23:52","20:23:52",
Bot70,"Пахом Есиков",hard,14,Failed,"Engineer's Office","Engineer's Office: Objective #1","1","20:23:57","20:28:51",
Bot71,"Геннадий Лесков",hard,20,Failed,"Spawn Rush","Spawn Rush: Objective #1","1","20:23:53","20:27:34",
Bot72,"Демьян Эрдели",hard,27,Completed,"Farming - Part 1","Zone place_SADOVOD_01_1","2","20:23:54","20:25:57",
Bot72,"Демьян Эрдели",hard,27,Completed,"Farming - Part 1","Zone place_SADOVOD_01_2","2","20:26:03","20:26:34",
Bot72,"Демьян Эрдели",hard,27,Active,"Scout","Zone place_pacemaker_SCOUT_01","1","20:26:39","N/A",
Bot73,"Фома Танков",hard,18,Failed,"Scout","Zone place_pacemaker_SCOUT_03","1","20:23:55","20:25:18",
Bot74,"Савелий Жестоков",hard,8,Completed,"NE Crates in Workshop","NE Crates in Workshop: Objective #1","1","20:23:56","20:24:21",
Bot74,"Савелий Жестоков",hard,8,Failed,"Sanitary Standards - Part 1","Zone pumproom","1","20:24:26","20:24:34",
Bot74,"Савелий Жестоков",hard,8,Failed,"Dumpster Hiding","Dumpster Hiding: Objective #1","1","20:24:39","20:26:28",
Bot84,"Нойс Провокация (Lyle)",normal,1,Failed,"Weapon Crate in Workshop","Weapon Crate in Workshop: Objective #1","1","20:29:36","20:30:08",
Bot89,"Brice Tutt",hard,24,Completed,"Scout","Zone place_pacemaker_SCOUT_01","1","20:30:43","20:31:17",
Bot89,"Brice Tutt",hard,24,Active,"Scout","Zone place_pacemaker_SCOUT_04","1","20:31:22","N/A",
Bot90,"Buster Kleinschmidt",hard,16,Pending,"Bad Rep Evidence","Zone locked_office","1","20:31:32","N/A",
Bot91,"Max Monaghan",hard,18,Pending,"Bad Rep Evidence","Zone locked_office","1","20:31:34","N/A",
Bot92,"Roderick Autrey",hard,24,Pending,"Postman Pat - Part 1","Item Sealed letter","1","20:31:34","N/A",
