Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot84,"Lesley Armendariz",hard,20,Failed,"Big Red","Big Red: Objective #2","1","22:06:24","22:08:51",
Bot85,"Ипполит Хорьков",hard,10,Failed,"Tigr Safari","Zone place_peacemaker_002_N3","1","22:06:25","22:21:03",
Bot86,"Мирослав Нурмагомедов",hard,22,Failed,"Tigr Safari","Zone place_peacemaker_002_N3","1","22:06:27","22:09:53",
Bot87,"Granville Sellars",hard,21,Failed,"Farming - Part 3","Item Package of graphics cards","1","22:06:28","22:06:40",
Bot88,"Максим Гурьянов",hard,26,Failed,"Bullshit","Item Flash drive with fake info","1","22:06:28","22:18:00",
Bot89,"Antone Gerow",hard,5,Failed,"Crackhouse Rush","Crackhouse Rush: Objective #1","1","22:06:31","22:07:36",
Bot90,"Ike Bax",hard,13,Failed,"The Extortionist","Zone dead_posylni","1","22:06:32","22:07:57",
Bot91,"Phil Piotrowski",hard,19,Failed,"Farming - Part 3","Zone place_SADOVOD_03","1","22:06:33","22:09:16",
Bot92,"Vernon Marston",hard,25,Failed,"Storage","Storage: Objective #1","1","22:06:34","22:07:10",
Bot117,"Dwayne Gregg",hard,25,Failed,"Pharmacist","Zone room114","1","22:12:51","22:17:51",
Bot117,"Dwayne Gregg",hard,25,Active,"Pharmacist","Item Carbon case","1","22:17:57","N/A",
Bot118,"Salvatore Starcher",hard,7,Completed,"The Huntsman Path - Evil Watchman","Zone huntsman_020","1","22:12:51","22:18:33",
Bot118,"Salvatore Starcher",hard,7,Failed,"Bad Rep Evidence","Item Secure Folder 0031","1","22:18:38","22:19:04",
Bot118,"Salvatore Starcher",hard,7,Failed,"The Extortionist","Item Secure Folder 0048","1","22:19:09","22:20:50",
Bot118,"Salvatore Starcher",hard,7,Failed,"The Extortionist","Zone vremyan_case","1","22:20:55","22:20:58",
Bot118,"Salvatore Starcher",hard,7,Completed,"The Extortionist","Zone dead_posylni","1","22:21:03","22:22:35",
Bot118,"Salvatore Starcher",hard,7,Failed,"Crackhouse","Crackhouse: Objective #7","1","22:22:40","22:24:19",
Bot119,"Roger Twyman",hard,21,Pending,"Pharmacist","Zone room114","1","22:12:53","N/A",
Bot120,"Wilmer Canter",hard,16,Completed,"Chemical - Part 2","Item Sliderkey Secure Flash drive","1","22:12:54","22:18:57",
Bot120,"Wilmer Canter",hard,16,Pending,"Golden Swag","Item Golden Zibbo lighter","1","22:19:02","N/A",
Bot121,"Andre Vickrey",hard,3,Failed,"Bus Terminal","Bus Terminal: Objective #1","1","22:13:00","22:17:17",
Bot122,"Алексей Ефремов",hard,10,Failed,"The Extortionist","Zone dead_posylni","1","22:13:07","22:13:51",
Bot125,"Леонид Минеев",hard,21,Failed,"The Cult - Part 2","Zone place_peacemaker_007_N1","1","22:14:06","22:14:43",
Bot126,"Нестор Сталин",hard,26,Failed,"Crackhouse","Crackhouse: Objective #2","1","22:14:15","22:15:02",
Bot128,"Marcel Abril",hard,2,Completed,"Storage Building","Storage Building: Objective #2","1","22:15:12","22:15:29",
Bot129,"Nick Rountree",hard,16,Completed,"Short Cut","Short Cut: Objective #1","1","22:15:13","22:16:31",
Bot129,"Nick Rountree",hard,16,Active,"Out of Curiosity","Zone gazel","1","22:16:36","N/A",
Bot131,"Willian Crosley",hard,26,Pending,"Chemical - Part 4","Zone gazel","1","22:15:21","N/A",
Bot132,"Roland Wehmeyer",hard,19,Pending,"Cargo X - Part 2","Item Secure Folder 0013","1","22:15:24","N/A",
Bot134,"Erin Soria",hard,26,Completed,"Power Switch","Power Switch: Objective #1","2","22:15:27","22:17:57",
Bot134,"Erin Soria",hard,26,Failed,"The Cult - Part 2","Zone place_peacemaker_007_N1","1","22:18:02","22:18:11",
Bot134,"Erin Soria",hard,26,Failed,"Out of Curiosity","Zone gazel","1","22:18:16","22:22:36",
Bot134,"Erin Soria",hard,26,Active,"Big Customer","Zone gazel","1","22:22:41","N/A",
Bot139,"Лаврентий Пережогин",hard,23,Failed,"Warehouse 17","Warehouse 17: Objective #1","1","22:17:23","22:18:24",
Bot140,"Осип Капралов",hard,26,Completed,"Crackhouse","Crackhouse: Objective #7","1","22:17:24","22:22:29",
Bot140,"Осип Капралов",hard,26,Failed,"Crackhouse","Crackhouse: Objective #1","1","22:22:35","22:23:48",
Bot143,"Мартын Федин",hard,7,Completed,"Operation Aquarius - Part 1","Zone room206_water","1","22:17:49","22:21:45",
Bot143,"Мартын Федин",hard,7,Active,"Fortress","Fortress: Objective #3","1","22:21:50","N/A",
Bot144,"Марк Жиров",hard,5,Failed,"BP Depot","Zone fuel2","1","22:17:55","22:17:58",
Bot144,"Марк Жиров",hard,5,Pending,"BP Depot","Zone fuel3","1","22:18:03","N/A",
Bot145,"Харитон Опокин",hard,24,Pending,"Tigr Safari","Zone place_peacemaker_002_N3","1","22:17:58","N/A",
Bot147,"Евдоким Бортник",hard,23,Pending,"Pharmacist","Zone room114","1","22:18:01","N/A",
Bot150,"Елисей Низамутдинов",hard,24,Pending,"Tigr Safari","Zone place_peacemaker_002_N3","1","22:19:00","N/A",
Bot151,"Carmelo Amen",hard,14,Active,"BP Depot","Zone fuel1","1","22:20:23","N/A",
Bot152,"Travis Toms",hard,27,Active,"Big Customer","Zone gazel","1","22:20:24","N/A",
Bot153,"Nicholas Bonfiglio",hard,23,Active,"Out of Curiosity","Zone gazel","1","22:20:25","N/A",
Bot154,"Columbus Mariano",hard,21,Failed,"Pharmacist","Zone vaz_feld","1","22:21:02","22:22:23",
Bot158,"Тимофей Баклажан (Phil)",normal,1,Completed,"North Shack by Big Red","North Shack by Big Red: Objective #1","1","22:22:04","22:22:16",
Bot158,"Тимофей Баклажан (Phil)",normal,1,Completed,"Storage","Storage: Objective #7","1","22:22:22","22:22:52",
Bot158,"Тимофей Баклажан (Phil)",normal,1,Completed,"Storage","Storage: Objective #6","1","22:22:57","22:23:13",
Bot158,"Тимофей Баклажан (Phil)",normal,1,Completed,"Storage","Storage: Objective #5","1","22:23:18","22:23:36",
Bot158,"Тимофей Баклажан (Phil)",normal,1,Completed,"Storage","Storage: Objective #4","1","22:23:41","22:24:02",
Bot158,"Тимофей Баклажан (Phil)",normal,1,Completed,"Storage","Storage: Objective #3","1","22:24:07","22:24:29",
Bot158,"Тимофей Баклажан (Phil)",normal,1,Completed,"Storage","Storage: Objective #2","1","22:24:34","22:24:49",
Bot158,"Тимофей Баклажан (Phil)",normal,1,Completed,"Storage","Storage: Objective #1","1","22:24:55","22:25:05",
Bot158,"Тимофей Баклажан (Phil)",normal,1,Pending,"Crackhouse","Crackhouse: Objective #7","1","22:25:10","N/A",
Bot160,"Савва Осипенков",hard,27,Failed,"Skeleton","Skeleton: Objective #2","1","22:22:55","22:24:25",
Bot160,"Савва Осипенков",hard,27,Failed,"Skeleton","Skeleton: Objective #1","1","22:24:30","22:24:30",
Bot160,"Савва Осипенков",hard,27,Failed,"Factory Shacks","Factory Shacks: Objective #1","1","22:24:35","22:25:40",
Bot161,"Михей Ерохин",hard,26,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #9","1","22:22:58","22:27:18",
Bot163,"Парфений МЧС (Claude)",normal,1,Completed,"RUAF Checkpoint","RUAF Checkpoint: Objective #1","1","22:25:04","22:25:12",
Bot164,"Санёк Револьвер (Dave)",normal,1,Completed,"New Gas","New Gas: Objective #3","1","22:25:05","22:26:22",
Bot164,"Санёк Револьвер (Dave)",normal,1,Failed,"New Gas","New Gas: Objective #2","1","22:26:27","22:26:34",
Bot164,"Санёк Револьвер (Dave)",normal,1,Completed,"New Gas","New Gas: Objective #1","1","22:26:39","22:26:41",
Bot164,"Санёк Револьвер (Dave)",normal,1,Completed,"Fortress","Fortress: Objective #3","1","22:26:46","22:28:43",
Bot164,"Санёк Револьвер (Dave)",normal,1,Completed,"Fortress","Fortress: Objective #6","1","22:28:48","22:29:04",
Bot164,"Санёк Револьвер (Dave)",normal,1,Completed,"Fortress","Fortress: Objective #9","4","22:29:09","22:30:25",
Bot164,"Санёк Револьвер (Dave)",normal,1,Pending,"Fortress","Fortress: Objective #1","1","22:30:30","N/A",
Bot166,"Арсений Паулкин",hard,12,Completed,"Storage Building","Storage Building: Objective #1","1","22:25:27","22:28:03",
Bot166,"Арсений Паулкин",hard,12,Completed,"Storage Building","Storage Building: Objective #2","1","22:28:08","22:28:15",
Bot166,"Арсений Паулкин",hard,12,Active,"Fortress","Fortress: Objective #5","1","22:28:20","N/A",
Bot167,"Борис Форопонов",hard,7,Failed,"Container Building","Container Building: Objective #1","1","22:25:27","22:25:31",
Bot168,"Макей Распопов",hard,16,Pending,"Giving Tree","Giving Tree: Objective #1","1","22:25:31","N/A",
Bot169,"Демиан Апалков",hard,21,Pending,"Short Cut","Short Cut: Objective #1","1","22:25:38","N/A",
Bot172,"Пров ВДВ (Huey)",normal,1,Completed,"Garage","Garage: Objective #1","1","22:27:47","22:28:07",
Bot172,"Пров ВДВ (Huey)",normal,1,Failed,"Garage","Garage: Objective #2","1","22:28:13","22:28:16",
