Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot95,"Leonel Lebowitz",impossible,29,Failed,"Revision - Reserve","Zone tadeush_t90_area_check_1","1","12:31:41","12:36:06",
Bot95,"Leonel Lebowitz",impossible,29,Completed,"Revision - Reserve","Zone tadeush_stryker_area_check_4","1","12:36:11","12:36:22",
Bot95,"Leonel Lebowitz",impossible,29,Failed,"Revision - Reserve","Zone tadeush_bmp2_area_check_2","1","12:36:27","12:40:02",
Bot96,"Rey Worth",impossible,36,Failed,"Black Bishop Underground","Black Bishop Underground: Objective #3","1","12:31:42","12:33:18",
Bot97,"Hubert Greeson",impossible,19,Failed,"Inventory Check","Zone baraholshik_arsenal_area_3","1","12:31:43","12:37:01",
Bot104,"Бронислав Головаха",impossible,49,Failed,"BMP #1","BMP #1: Objective #1","1","12:31:50","12:35:15",
Bot105,"Всеслав Лужков",impossible,17,Failed,"BMP #1","BMP #1: Objective #1","1","12:31:51","12:37:03",
Bot106,"Иннокентий Онипченко",impossible,37,Failed,"Documents","Item Military documents #1","1","12:31:52","12:42:49",
Bot107,"Артём Ерхов",impossible,26,Failed,"Black Bishop","Black Bishop: Objective #2","1","12:31:53","12:38:26",
Bot108,"Валерий Филатов",impossible,23,Failed,"Boss Hunter","Spawn Point (-10.3 -7.0 -186.0)","1","12:31:55","12:40:13",
Bot118,"Богдан Салтанов",impossible,16,Failed,"The Bunker - Part 2","Zone prapor_025_area_1","1","12:36:24","12:36:29",
Bot119,"Данила Сиянович",impossible,5,Failed,"Black Bishop Underground","Black Bishop Underground: Objective #2","1","12:36:25","12:40:53",
Bot120,"Максим Любимов",impossible,25,Failed,"The Bunker - Part 2","Zone prapor_025_area_1","1","12:36:26","12:39:26",
Bot122,"Bennett Ranck",impossible,23,Failed,"Revision - Reserve","Zone tadeush_stryker_area_mark_3","1","12:36:41","12:36:56",
Bot122,"Bennett Ranck",impossible,23,Completed,"Revision - Reserve","Zone tadeush_bmp2_area_mark_2","1","12:37:01","12:39:28",
Bot122,"Bennett Ranck",impossible,23,Failed,"Revision - Reserve","Zone tadeush_t90_area_check_1","1","12:39:34","12:39:47",
Bot122,"Bennett Ranck",impossible,23,Completed,"Revision - Reserve","Zone tadeush_bmp2_area_check_2","1","12:39:52","12:40:13",
Bot122,"Bennett Ranck",impossible,23,Completed,"Revision - Reserve","Zone tadeush_stryker_area_check_4","1","12:40:18","12:40:59",
Bot122,"Bennett Ranck",impossible,23,Failed,"Revision - Reserve","Zone tadeush_bmp2_area_check_11","1","12:41:05","12:41:55",
Bot123,"Сильвестр Глухов",impossible,32,Failed,"Revision - Reserve","Zone tadeush_bmp2_area_check_11","1","12:38:46","12:40:31",
Bot124,"Павел Бабкин",impossible,23,Failed,"Reserve","Zone huntsman_029","1","12:38:47","12:44:31",
Bot125,"Феликс Клепин",impossible,22,Failed,"Revision - Reserve","Zone tadeush_bmp2_area_check_11","1","12:38:49","12:49:07",
