Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot25,"Merle Mullaney",hard,19,Completed,"Scav Base","Scav Base: Objective #2","4","19:20:30","19:23:36",
Bot25,"Merle Mullaney",hard,19,Completed,"Scav Base","Scav Base: Objective #3","1","19:23:41","19:23:52",
Bot25,"Merle Mullaney",hard,19,Completed,"Scav Base","Scav Base: Objective #4","2","19:23:57","19:24:23",
Bot25,"Merle Mullaney",hard,19,Failed,"Scav Base","Scav Base: Objective #1","4","19:24:28","19:25:19",
Bot25,"Merle Mullaney",hard,19,Completed,"Steady Signal","Zone q14_8_5","1","19:25:25","19:26:25",
Bot25,"Merle Mullaney",hard,19,Failed,"Steady Signal","Zone q14_8_2","1","19:26:30","19:34:37",
Bot26,"Merrill Tatham",hard,19,Failed,"Scav Base","Scav Base: Objective #2","1","19:20:32","19:29:30",
Bot32,"Феликс Ольховский",hard,22,Completed,"Steady Signal","Zone q14_8_3","1","19:20:37","19:24:19",
Bot32,"Феликс Ольховский",hard,22,Completed,"Steady Signal","Zone q14_8_2","1","19:24:24","19:27:59",
Bot32,"Феликс Ольховский",hard,22,Failed,"Steady Signal","Zone q14_8_5","1","19:28:04","19:29:22",
Bot34,"Трофим Носов",hard,34,Pending,"Sniper Rock Crates","Sniper Rock Crates: Objective #1","1","19:20:41","N/A",
Bot35,"Клим Пирожков",hard,16,Completed,"Steady Signal","Zone q14_8_3","1","19:20:41","19:31:13",
Bot35,"Клим Пирожков",hard,16,Completed,"Steady Signal","Zone q14_8_2","1","19:31:18","19:32:21",
Bot35,"Клим Пирожков",hard,16,Failed,"Steady Signal","Zone q14_8_5","1","19:32:26","19:33:40",
Bot36,"Бронислав Пищальников",hard,4,Completed,"The Survivalist Path - Thrifty","Zone huntsman_005_1","2","19:20:42","19:21:51",
Bot36,"Бронислав Пищальников",hard,4,Completed,"The Survivalist Path - Thrifty","Zone huntsman_005_2","2","19:21:56","19:30:47",
Bot36,"Бронислав Пищальников",hard,4,Completed,"ZB014 Outhouses","ZB014 Outhouses: Objective #1","1","19:30:52","19:32:21",
Bot36,"Бронислав Пищальников",hard,4,Completed,"Sawmill Checkpoint Nearby Rocks","Sawmill Checkpoint Nearby Rocks: Objective #1","1","19:32:26","19:32:46",
Bot36,"Бронислав Пищальников",hard,4,Failed,"Sawmill Checkpoint","Sawmill Checkpoint: Objective #1","3","19:32:51","19:34:18",
Bot37,"Валерий Матвеев",hard,2,Failed,"Introduction","Item Encrypted message","1","19:20:42","19:34:52",
Bot38,"Кондратий Романов",hard,37,Failed,"The Blood of War - Part 3","Zone bar_fuel3_2","1","19:20:45","19:34:19",
Bot39,"Леонид Грушанин",hard,16,Failed,"Old Sawmill","Old Sawmill: Objective #1","1","19:20:45","19:34:49",
Bot52,"Joseph Toledo",hard,27,Failed,"Chumming","Zone place_skier_12_3","1","19:30:34","19:31:47",
Bot53,"Malcolm Rieves",hard,16,Completed,"Steady Signal","Zone q14_8_3","1","19:30:34","19:33:02",
Bot53,"Malcolm Rieves",hard,16,Completed,"Steady Signal","Zone q14_8_2","1","19:33:07","19:34:21",
Bot53,"Malcolm Rieves",hard,16,Completed,"Steady Signal","Zone q14_8_5","1","19:34:26","19:38:04",
Bot53,"Malcolm Rieves",hard,16,Failed,"Old Sawmill","Old Sawmill: Objective #1","1","19:38:09","19:38:14",
Bot53,"Malcolm Rieves",hard,16,Failed,"Old Sawmill","Old Sawmill: Objective #3","1","19:38:19","19:38:19",
Bot53,"Malcolm Rieves",hard,16,Failed,"Scav Base","Scav Base: Objective #2","1","19:38:25","19:38:26",
Bot53,"Malcolm Rieves",hard,16,Failed,"Scav Base","Scav Base: Objective #4","1","19:38:32","19:38:32",
Bot53,"Malcolm Rieves",hard,16,Failed,"Scav Base","Scav Base: Objective #3","1","19:38:37","19:38:37",
Bot53,"Malcolm Rieves",hard,16,Failed,"Scav Base","Scav Base: Objective #1","1","19:38:42","19:38:42",
Bot53,"Malcolm Rieves",hard,16,Failed,"USEC Camp North","USEC Camp North: Objective #1","1","19:38:47","19:38:47",
Bot53,"Malcolm Rieves",hard,16,Failed,"USEC Camp North","USEC Camp North: Objective #2","1","19:38:52","19:38:52",
Bot56,"Enrique Mcmillian",hard,27,Active,"Lend-Lease - Part 1","Item Single-axis Fiber Optic Gyroscope #1","1","19:35:52","N/A",
Bot57,"Jeff Thorson",hard,38,Pending,"Chumming","Zone place_skier_12_3","1","19:35:56","N/A",
Bot58,"Foster Sabella",hard,36,Pending,"Informed Means Armed","Zone place_skier_11_1","1","19:35:57","N/A",
Bot59,"Major Earls",hard,22,Pending,"Gratitude","Zone place_THX_15","1","19:35:57","N/A",
Bot60,"Олег Ключ-на-9 (Samuel)",normal,1,Failed,"USEC Camp South","USEC Camp South: Objective #3","1","19:36:43","19:36:57",
