Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot2,"Delmer Riser",hard,31,Completed,"Steady Signal","Zone q14_8_5","1","20:41:11","20:42:18",
Bot2,"Delmer Riser",hard,31,Failed,"Steady Signal","Zone q14_8_2","1","20:42:23","20:45:00",
Bot3,"Grover Pooley",hard,34,Failed,"Health Care Privacy - Part 3","Zone ter_015_area_1","1","20:41:12","20:45:12",
Bot11,"Ростислав Помелов",hard,5,Completed,"Old Sawmill","Old Sawmill: Objective #1","1","20:41:52","20:43:13",
Bot11,"Ростислав Помелов",hard,5,Completed,"Old Sawmill","Old Sawmill: Objective #3","1","20:43:18","20:45:49",
Bot11,"Ростислав Помелов",hard,5,Completed,"Old Sawmill","Old Sawmill: Objective #2","2","20:45:54","20:46:31",
Bot11,"Ростислав Помелов",hard,5,Completed,"Old Sawmill","Old Sawmill: Objective #4","3","20:46:36","20:47:49",
Bot11,"Ростислав Помелов",hard,5,Completed,"Old Sawmill","Old Sawmill: Objective #5","1","20:47:54","20:48:14",
Bot11,"Ростислав Помелов",hard,5,Completed,"The Survivalist Path - Thrifty","Zone huntsman_005_1","2","20:48:19","20:50:17",
Bot11,"Ростислав Помелов",hard,5,Failed,"The Survivalist Path - Thrifty","Zone huntsman_005_2","1","20:50:22","20:54:26",
Bot12,"Кирилл Вольваков",hard,1,Failed,"Old Sawmill","Old Sawmill: Objective #1","1","20:41:54","20:52:34",
Bot13,"Макей Крупнов",hard,39,Failed,"Assessment - Part 2","Zone meh_45_radio_area_mark_3","1","20:41:55","20:52:31",
Bot14,"Lane Quinney",hard,24,Completed,"Steady Signal","Zone q14_8_3","1","20:41:56","20:43:44",
Bot14,"Lane Quinney",hard,24,Completed,"Steady Signal","Zone q14_8_2","1","20:43:49","20:46:54",
Bot14,"Lane Quinney",hard,24,Failed,"Steady Signal","Zone q14_8_5","1","20:46:59","20:51:39",
Bot15,"Alexander Penney",hard,20,Failed,"Steady Signal","Zone q14_8_3","1","20:41:57","20:54:17",
Bot16,"Jan Severt",hard,55,Failed,"Assessment - Part 2","Zone meh_45_radio_area_mark_2","1","20:41:58","20:54:15",
Bot17,"Alec Bandy",hard,7,Failed,"Introduction","Item Encrypted message","1","20:41:59","20:55:05",
Bot27,"Joe Cesar",hard,11,Completed,"Scav Town","Scav Town: Objective #2","1","20:46:20","20:46:50",
Bot27,"Joe Cesar",hard,11,Completed,"Scav Town","Scav Town: Objective #1","3","20:46:55","20:48:06",
Bot27,"Joe Cesar",hard,11,Completed,"Scav Town","Scav Town: Objective #5","3","20:48:11","20:49:14",
Bot27,"Joe Cesar",hard,11,Completed,"Scav Town","Scav Town: Objective #3","2","20:49:19","20:49:49",
Bot27,"Joe Cesar",hard,11,Completed,"Scav Town","Scav Town: Objective #4","2","20:49:54","20:50:36",
Bot27,"Joe Cesar",hard,11,Completed,"Spine","Spine: Objective #2","1","20:50:41","20:52:09",
Bot27,"Joe Cesar",hard,11,Completed,"Spine","Spine: Objective #1","1","20:52:14","20:52:34",
Bot27,"Joe Cesar",hard,11,Completed,"Introduction","Item Encrypted message","1","20:52:39","20:54:20",
Bot27,"Joe Cesar",hard,11,Completed,"Introduction","Zone huntsman_001","1","20:54:25","20:54:30",
Bot27,"Joe Cesar",hard,11,Active,"The Survivalist Path - Thrifty","Zone huntsman_005_1","2","20:54:36","N/A",
Bot28,"Jeremy Danos",hard,33,Pending,"VEX Beach","VEX Beach: Objective #1","1","20:46:26","N/A",
Bot29,"Eloy Opp",hard,34,Active,"Informed Means Armed","Zone place_skier_11_1","1","20:46:31","N/A",
Bot30,"Николай Трутнев",hard,15,Completed,"Gratitude","Zone place_THX_15","2","20:51:49","20:52:58",
Bot30,"Николай Трутнев",hard,15,Completed,"Sawmill Shack","Sawmill Shack: Objective #1","2","20:53:03","20:53:38",
Bot30,"Николай Трутнев",hard,15,Completed,"Supply Plans","Item Secure Folder 0052","1","20:53:43","20:54:27",
Bot30,"Николай Трутнев",hard,15,Completed,"Scav Base","Scav Base: Objective #2","4","20:54:32","20:56:48",
Bot30,"Николай Трутнев",hard,15,Completed,"Scav Base","Scav Base: Objective #3","1","20:56:53","20:57:04",
