Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot160,"Trent Mcgann",hard,16,Failed,"Spawn Rush","Spawn Rush: Objective #1","1","19:46:09","19:46:59",
Bot161,"Chase Botts",hard,28,Failed,"3rd Floor Office Rush","3rd Floor Office Rush: Objective #1","1","19:46:10","19:46:57",
Bot162,"Jewell Gaillard",hard,16,Failed,"3rd Floor Office","3rd Floor Office: Objective #1","1","19:46:11","19:48:49",
Bot163,"Peter Heyman",hard,24,Failed,"Scout","Zone place_pacemaker_SCOUT_03","1","19:46:11","19:48:28",
Bot164,"Julian Rentz",hard,26,Failed,"Scout","Zone place_pacemaker_SCOUT_03","1","19:46:13","19:48:11",
Bot165,"Val Liggett",hard,18,Failed,"Bad Rep Evidence","Zone locked_office","1","19:46:13","19:47:18",
Bot165,"Val Liggett",hard,18,Failed,"Chemical - Part 3","Item Syringe with a chemical","1","19:47:23","19:47:35",
Bot176,"Анатолий Беляев",hard,18,Failed,"Farming - Part 1","Zone place_SADOVOD_01_2","1","19:52:19","19:52:40",
Bot181,"Карл Седов",hard,23,Failed,"1st Floor Office","1st Floor Office: Objective #2","1","19:52:30","19:52:54",
Bot182,"Дмитрий Голов",hard,2,Failed,"1st Floor Office","1st Floor Office: Objective #2","1","19:52:31","19:53:24",
Bot183,"Архипп Тёмкин",hard,2,Failed,"The Huntsman Path - Secured Perimeter","Zone huntsman_013","1","19:52:33","19:52:58",
Bot184,"Сильвестр Маликов",hard,9,Failed,"Bad Rep Evidence","Zone locked_office","1","19:52:33","19:53:00",
Bot186,"Эраст Тайчин (Jacinto)",normal,1,Pending,"Basement Crates","Basement Crates: Objective #2","1","19:55:01","N/A",
Bot188,"Павел Боголепов",hard,16,Active,"Bad Rep Evidence","Zone locked_office","1","19:55:23","N/A",
