Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"Борис Богачёв",hard,34,Failed,"Missing Cargo","Zone qlight_find_crushed_heli","1","18:29:42","18:30:46",
Bot8,"Hollis Mcnish",hard,20,Failed,"Cargo X - Part 4","Zone qlight16_peace_terra","1","18:29:52","18:31:48",
Bot8,"Hollis Mcnish",hard,20,Completed,"Stage","Stage: Objective #3","1","18:31:53","18:32:47",
Bot8,"Hollis Mcnish",hard,20,Completed,"Stage","Stage: Objective #1","1","18:32:52","18:33:06",
Bot8,"Hollis Mcnish",hard,20,Completed,"Stage","Stage: Objective #2","1","18:33:11","18:33:21",
Bot8,"Hollis Mcnish",hard,20,Completed,"Long Road","Zone qlight_br_secure_road","1","18:33:26","18:35:48",
Bot8,"Hollis Mcnish",hard,20,Failed,"Revision - Lighthouse","Zone qlight_mark_vech4","1","18:35:53","18:36:26",
Bot8,"Hollis Mcnish",hard,20,Failed,"Revision - Lighthouse","Zone qlight_mark_vech1","1","18:36:31","18:38:30",
Bot9,"Cletus Fobbs",hard,31,Failed,"Missing Cargo","Zone qlight_find_crushed_heli","1","18:29:53","18:42:10",
Bot11,"Alfredo Dearman",hard,29,Active,"Revision - Lighthouse","Zone qlight_mark_vech3","1","18:29:54","N/A",
Bot12,"Norman Ybarra",hard,32,Completed,"Boss Hunter","Spawn Point (-124.5 18.2 -135.5)","1","18:29:55","18:35:52",
Bot12,"Norman Ybarra",hard,32,Completed,"Boss Hunter","Spawn Point (-116.1 17.8 -32.1)","1","18:35:57","18:36:51",
Bot12,"Norman Ybarra",hard,32,Completed,"Boss Hunter","Spawn Point (-128.5 20.1 -106.2)","1","18:36:56","18:37:36",
Bot14,"Shayne Ballentine",hard,38,Failed,"The Hermit","Zone qlight_hunt_fr_find","1","18:29:56","18:32:44",
Bot15,"Paris Murrow",hard,26,Failed,"The Hermit","Zone qlight_hunt_fr_find","1","18:29:58","18:34:39",
Bot16,"Cory Heavner",hard,34,Failed,"Missing Cargo","Item Stolen military documents","1","18:30:00","18:34:38",
Bot20,"Wilfred Mcnish",hard,47,Failed,"Village East House","Village East House: Objective #2","1","18:30:06","18:33:57",
Bot30,"Hunter Bedard",hard,9,Completed,"Main Road Bridge Underpass","Main Road Bridge Underpass: Objective #1","1","18:34:51","18:37:14",
Bot30,"Hunter Bedard",hard,9,Failed,"USEC Camp Entrance Tents","USEC Camp Entrance Tents: Objective #1","1","18:37:19","18:38:57",
Bot31,"Jeferson Wilcoxen",hard,30,Failed,"Easy Job - Part 1","Zone qlight_pr1_heli1_mark","1","18:34:53","18:38:53",
Bot32,"Bernardo Bohn",hard,30,Completed,"The Hermit","Zone qlight_hunt_fr_find","1","18:34:57","18:41:02",
Bot32,"Bernardo Bohn",hard,30,Completed,"Easy Job - Part 1","Zone qlight_pr1_heli1_mark","1","18:41:07","18:43:28",
Bot32,"Bernardo Bohn",hard,30,Completed,"Easy Job - Part 1","Zone qlight_pr1_heli1_find","1","18:43:33","18:43:37",
Bot32,"Bernardo Bohn",hard,30,Completed,"Easy Job - Part 2","Zone qlight_pr1_heli2_kill","1","18:43:42","18:44:23",
Bot32,"Bernardo Bohn",hard,30,Completed,"Make Amends","Item Secure Flash drive V3","1","18:44:28","18:44:46",
Bot32,"Bernardo Bohn",hard,30,Failed,"Reconnaissance","Zone qlight_extension_prapor1_exploration1","1","18:44:51","18:45:53",
Bot35,"Rey Narron",hard,35,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_2","1","18:35:50","18:41:37",
Bot36,"Harris Schroer",hard,30,Failed,"Revision - Lighthouse","Zone qlight_mark_vech4","1","18:36:07","18:40:12",
Bot39,"Филипп Чекмарёв",hard,24,Failed,"Broadcast - Part 1","Zone qlight_extension_mechanik1_exploration1","1","18:41:57","18:43:28",
Bot40,"Руслан Русских",hard,31,Failed,"Revision - Lighthouse","Zone qlight_mark_vech4","1","18:42:23","18:44:23",
Bot41,"Ростислав Праздников",hard,15,Failed,"Resort Sniping","Resort Sniping: Objective #2","1","18:42:28","18:44:44",
Bot42,"Глеб Сычёв",hard,36,Failed,"Reconnaissance","Zone qlight_extension_prapor1_exploration2","1","18:42:42","18:43:11",
Bot43,"Елисей Циглер",hard,36,Completed,"Drug Trafficking","Zone qlight_extension_medic1_exploration1","2","18:42:44","18:43:37",
Bot43,"Елисей Циглер",hard,36,Failed,"Key to the Tower","Item Radio transmitter body","1","18:43:43","18:44:28",
Bot45,"Павел Добрынин",hard,36,Failed,"Resort","Resort: Objective #3","1","18:42:57","18:43:39",
Bot46,"Фёдор Болотников",hard,23,Failed,"Revision - Lighthouse","Zone qlight_mark_vech2","1","18:42:59","18:44:42",
Bot47,"Валентин Пузаков",hard,31,Failed,"Revision - Lighthouse","Zone qlight_mark_vech4","1","18:43:00","18:44:38",
Bot51,"Fritz Kash",hard,26,Active,"Resort Garage","Resort Garage: Objective #1","1","18:47:55","N/A",
Bot52,"Ezequiel Muir",hard,35,Failed,"Chalet Outdoor Area","Chalet Outdoor Area: Objective #4","1","18:47:55","18:55:53",
Bot52,"Ezequiel Muir",hard,35,Failed,"Chalet Outdoor Area","Chalet Outdoor Area: Objective #1","1","18:55:58","18:56:00",
Bot52,"Ezequiel Muir",hard,35,Active,"Chalet Outdoor Area","Chalet Outdoor Area: Objective #2","1","18:56:01","N/A",
Bot53,"Тихон Нестеров",hard,39,Failed,"Pride Rock","Pride Rock: Objective #1","1","18:47:56","18:56:05",
Bot53,"Тихон Нестеров",hard,39,Completed,"Resort","Resort: Objective #3","1","18:48:27","18:52:51",
Bot53,"Тихон Нестеров",hard,39,Completed,"Resort","Resort: Objective #4","1","18:52:56","18:53:14",
Bot53,"Тихон Нестеров",hard,39,Completed,"Resort","Resort: Objective #5","1","18:53:19","18:53:38",
Bot53,"Тихон Нестеров",hard,39,Completed,"Resort","Resort: Objective #2","1","18:53:43","18:53:55",
Bot53,"Тихон Нестеров",hard,39,Completed,"Resort","Resort: Objective #6","1","18:54:01","18:54:17",
Bot53,"Тихон Нестеров",hard,39,Completed,"Resort","Resort: Objective #1","1","18:54:22","18:54:40",
