Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot67,"Jason Mcabee",hard,25,Archived,"Scav Base","Scav Base: Objective #4","2","19:58:34","20:00:41",
Bot67,"Jason Mcabee",hard,25,Archived,"Scav Base","Scav Base: Objective #1","4","20:00:46","20:02:12",
Bot67,"Jason Mcabee",hard,25,Archived,"Scav Base","Scav Base: Objective #3","1","20:02:17","20:02:25",
Bot67,"Jason Mcabee",hard,25,Archived,"Scav Base","Scav Base: Objective #2","4","20:02:30","20:03:52",
Bot67,"Jason Mcabee",hard,25,Completed,"Health Care Privacy - Part 3","Zone ter_015_area_1","1","20:03:57","20:04:33",
Bot67,"Jason Mcabee",hard,25,Completed,"Steady Signal","Zone q14_8_4","1","20:04:38","20:11:32",
Bot67,"Jason Mcabee",hard,25,Completed,"Steady Signal","Zone q14_8_5","1","20:11:37","20:14:43",
Bot67,"Jason Mcabee",hard,25,Completed,"Steady Signal","Zone q14_8_2","1","20:14:48","20:18:08",
Bot67,"Jason Mcabee",hard,25,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #3","1","20:18:13","20:18:15",
Bot67,"Jason Mcabee",hard,25,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #2","1","20:18:20","20:18:35",
Bot67,"Jason Mcabee",hard,25,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #1","1","20:18:42","20:19:09",
Bot67,"Jason Mcabee",hard,25,Failed,"Scav Base","Scav Base: Objective #2","3","20:19:14","20:22:11",
Bot67,"Jason Mcabee",hard,25,Failed,"Scav Base","Scav Base: Objective #1","1","20:22:17","20:22:17",
Bot67,"Jason Mcabee",hard,25,Failed,"USEC Camp South","USEC Camp South: Objective #3","1","20:22:22","20:22:22",
Bot67,"Jason Mcabee",hard,25,Failed,"USEC Camp South","USEC Camp South: Objective #2","1","20:22:27","20:22:27",
Bot67,"Jason Mcabee",hard,25,Failed,"USEC Camp South","USEC Camp South: Objective #1","1","20:22:32","20:22:32",
Bot67,"Jason Mcabee",hard,25,Failed,"USEC Camp North","USEC Camp North: Objective #1","1","20:22:37","20:22:37",
Bot67,"Jason Mcabee",hard,25,Failed,"USEC Camp North","USEC Camp North: Objective #2","1","20:22:42","20:22:42",
Bot68,"Wade Setzer",hard,16,Failed,"Supply Plans","Item Secure Folder 0052","1","19:58:34","20:04:39",
Bot83,"Назар Каменских",hard,27,Failed,"Gratitude","Zone place_THX_15","1","19:59:12","20:10:38",
Bot85,"Nathaniel Woolery",hard,20,Completed,"The Cult - Part 2","Zone place_peacemaker_007_2_N2_1","1","19:59:23","20:02:38",
Bot85,"Nathaniel Woolery",hard,20,Failed,"The Cult - Part 2","Zone place_peacemaker_007_2_N2","1","20:02:43","20:09:20",
Bot86,"Mohammad Cassidy",hard,16,Failed,"Boss Hunter","Spawn Point (-63.8 19.2 -233.0)","1","19:59:25","20:07:46",
Bot87,"Lupe Yuen",hard,1,Failed,"Sawmill Shack","Sawmill Shack: Objective #1","1","19:59:25","20:10:24",
Bot88,"Степан Косарин",hard,21,Failed,"Health Care Privacy - Part 3","Zone ter_015_area_1","1","19:59:33","20:08:41",
Bot89,"Анатолий Рюриков",hard,24,Failed,"Chumming","Zone place_skier_12_3","1","19:59:34","20:14:44",
Bot90,"Спиридон Козарь",hard,20,Failed,"Gratitude","Zone place_THX_15","1","19:59:40","20:12:55",
Bot98,"Seymour Alexander",hard,11,Failed,"Spine","Spine: Objective #1","1","20:05:58","20:06:29",
Bot98,"Seymour Alexander",hard,11,Completed,"Spine","Spine: Objective #2","1","20:06:34","20:07:49",
Bot98,"Seymour Alexander",hard,11,Failed,"Scav Town","Scav Town: Objective #2","1","20:07:54","20:10:17",
Bot103,"Donovan Summy",hard,16,Failed,"Supply Plans","Item Secure Folder 0052","1","20:12:13","20:14:28",
Bot104,"Eloy Depaul",hard,20,Failed,"Steady Signal","Zone q14_8_3","1","20:12:15","20:14:14",
Bot107,"Семён Проничев",hard,10,Failed,"Sawmill Warehouse","Sawmill Warehouse: Objective #1","1","20:15:07","20:15:40",
Bot108,"Юрий Белочкин",hard,39,Failed,"Sawmill Shack","Sawmill Shack: Objective #1","1","20:15:09","20:15:51",
Bot109,"Бронислав Костин",hard,4,Completed,"Sawmill Shack","Sawmill Shack: Objective #1","2","20:15:09","20:17:46",
Bot109,"Бронислав Костин",hard,4,Completed,"RUAF Roadblock Crates","RUAF Roadblock Crates: Objective #1","1","20:17:51","20:19:11",
Bot109,"Бронислав Костин",hard,4,Completed,"RUAF Roadblock Crates","RUAF Roadblock Crates: Objective #2","1","20:19:16","20:19:24",
Bot109,"Бронислав Костин",hard,4,Failed,"Scav Base","Scav Base: Objective #1","1","20:19:29","20:19:53",
Bot109,"Бронислав Костин",hard,4,Failed,"Scav Base","Scav Base: Objective #4","1","20:19:58","20:19:58",
Bot109,"Бронислав Костин",hard,4,Pending,"Scav Base","Scav Base: Objective #3","1","20:20:04","N/A",
Bot110,"Леонид Соломин",hard,3,Pending,"Weapon Storage Shack","Weapon Storage Shack: Objective #1","1","20:15:11","N/A",
Bot111,"Глеб Колесников",hard,34,Failed,"Scav Base","Scav Base: Objective #3","1","20:20:14","20:20:44",
Bot111,"Глеб Колесников",hard,34,Pending,"Scav Base","Scav Base: Objective #2","1","20:20:49","N/A",
Bot112,"Аристарх Царицын",hard,28,Pending,"Scav House Sniping","Scav House Sniping: Objective #1","1","20:20:14","N/A",
Bot113,"Юрий Михайлов",hard,24,Pending,"Sawmill Warehouse","Sawmill Warehouse: Objective #1","1","20:20:15","N/A",
