Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"Amos Otwell",hard,22,Completed,"Spawn Rush","Spawn Rush: Objective #1","1","17:17:48","17:18:02",
Bot1,"Amos Otwell",hard,22,Failed,"Big Sale","Zone place_SALE_03_DINO","1","17:18:08","17:18:24",
Bot7,"Кондрат Анасенко",hard,1,Completed,"Power Station Switch","Power Station Switch: Objective #1","2","17:17:53","17:18:06",
Bot7,"Кондрат Анасенко",hard,1,Completed,"Goshan Food Spawns","Goshan Food Spawns: Objective #2","4","17:18:11","17:25:38",
Bot7,"Кондрат Анасенко",hard,1,Failed,"Goshan Food Spawns","Goshan Food Spawns: Objective #1","4","17:25:43","17:31:08",
Bot8,"Давид Дернов",hard,8,Failed,"Power Station","Power Station: Objective #2","2","17:17:54","17:24:51",
Bot9,"Захар Зимин",hard,8,Failed,"IDEA Office","IDEA Office: Objective #3","1","17:17:55","17:35:03",
Bot9,"Захар Зимин",hard,8,Failed,"IDEA Office","IDEA Office: Objective #2","1","17:35:08","17:35:10",
Bot9,"Захар Зимин",hard,8,Failed,"IDEA Office","IDEA Office: Objective #1","1","17:35:15","17:35:20",
Bot9,"Захар Зимин",hard,8,Failed,"Power Station Stashes","Power Station Stashes: Objective #4","1","17:35:25","17:35:25",
Bot9,"Захар Зимин",hard,8,Failed,"Power Station Stashes","Power Station Stashes: Objective #3","1","17:35:30","17:35:30",
Bot9,"Захар Зимин",hard,8,Failed,"Techlight","Techlight: Objective #1","1","17:35:35","17:35:35",
Bot9,"Захар Зимин",hard,8,Failed,"Techlight","Techlight: Objective #2","1","17:35:40","17:35:41",
Bot10,"Макей Бессонов",hard,18,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_3","1","17:17:56","17:18:03",
Bot10,"Макей Бессонов",hard,18,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_1","1","17:20:48","17:22:27",
Bot10,"Макей Бессонов",hard,18,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_2","1","17:22:32","17:29:09",
Bot10,"Макей Бессонов",hard,18,Completed,"Techlight","Techlight: Objective #1","3","17:29:14","17:31:42",
