Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot9,"Frederic Marie",hard,27,Failed,"Classified Technologies","Item T-90M Commander Control Panel","1","22:40:41","22:41:04",
Bot9,"Frederic Marie",hard,27,Completed,"Pest Control","Zone eger_barracks_area_1","1","22:41:09","22:43:29",
Bot9,"Frederic Marie",hard,27,Failed,"Pest Control","Zone eger_barracks_area_2","1","22:43:34","22:43:45",
Bot18,"Fletcher Williford",hard,30,Failed,"Back Door","Zone mechanik_exit_area_1","1","22:41:12","22:41:12",
Bot18,"Fletcher Williford",hard,30,Failed,"Classified Technologies","Item T-90M Commander Control Panel","1","22:41:17","22:41:18",
Bot18,"Fletcher Williford",hard,30,Failed,"The Bunker - Part 2","Zone prapor_025_area_4","1","22:41:23","22:42:51",
Bot19,"Христофор Меньшиков",hard,10,Failed,"Command Center Rush","Command Center Rush: Objective #1","1","22:41:14","22:43:03",
Bot20,"Solomon Stuckey",hard,21,Completed,"Classified Technologies","Item T-90M Commander Control Panel","1","22:41:20","22:52:32",
Bot20,"Solomon Stuckey",hard,21,Failed,"Back Door","Zone mechanik_exit_area_1","1","22:52:37","22:52:37",
Bot20,"Solomon Stuckey",hard,21,Failed,"The Bunker - Part 2","Zone prapor_025_area_4","1","22:52:42","22:54:35",
Bot20,"Solomon Stuckey",hard,21,Failed,"The Bunker - Part 2","Zone prapor_025_area_5","1","22:54:40","22:56:12",
Bot21,"Трофим Гусин",hard,27,Failed,"Revision - Reserve","Zone tadeush_bmp2_area_check_2","1","22:41:29","22:46:48",
Bot22,"Игорь Шубкин",hard,24,Failed,"Revision - Reserve","Zone tadeush_bmp2_area_check_2","1","22:41:38","22:50:23",
Bot23,"Михей Генкин",hard,47,Failed,"Scav Lands North Building","Scav Lands North Building: Objective #1","1","22:41:45","22:51:58",
Bot30,"Емельян Лещёв",hard,16,Completed,"Revision - Reserve","Zone tadeush_stryker_area_check_3","1","22:46:25","22:46:42",
Bot30,"Емельян Лещёв",hard,16,Completed,"Revision - Reserve","Zone tadeush_bmp2_area_mark_2","1","22:46:48","22:47:31",
