Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot74,"Miles Shirey",hard,21,Completed,"The Hermit","Zone qlight_hunt_fr_find","1","19:10:34","19:13:34",
Bot74,"Miles Shirey",hard,21,Completed,"The Hermit","Item Sealed letter","1","19:13:39","19:13:47",
Bot74,"Miles Shirey",hard,21,Failed,"Revision - Lighthouse","Zone qlight_mark_vech1","1","19:13:52","19:17:49",
Bot74,"Miles Shirey",hard,21,Failed,"Revision - Lighthouse","Zone qlight_mark_vech2","1","19:17:54","19:19:25",
Bot74,"Miles Shirey",hard,21,Active,"Revision - Lighthouse","Zone qlight_mark_vech4","1","19:19:30","N/A",
Bot76,"Mikel Collard",hard,38,Pending,"The Hermit","Zone qlight_hunt_fr_find","1","19:10:36","N/A",
Bot77,"Emerson Lundeen",hard,39,Failed,"Lost Contact","Zone qlight_find_scav_group1","1","19:10:38","19:11:12",
Bot77,"Emerson Lundeen",hard,39,Completed,"Resort Garage","Resort Garage: Objective #1","3","19:11:17","19:14:16",
Bot77,"Emerson Lundeen",hard,39,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_2","1","19:14:21","19:15:00",
Bot77,"Emerson Lundeen",hard,39,Active,"Network Provider - Part 2","Zone meh_42_radio_area_mark_4","1","19:15:05","N/A",
Bot80,"Arron Carbajal",hard,31,Pending,"The Hermit","Item Sealed letter","1","19:10:45","N/A",
Bot81,"Alonzo Rigdon",hard,24,Pending,"Revision - Lighthouse","Zone qlight_mark_vech4","1","19:10:52","N/A",
Bot84,"Lanny Timko",hard,33,Failed,"Lost Contact","Zone qlight_find_scav_group1","1","19:10:55","19:18:08",
Bot93,"Игнатий Решетилов",hard,38,Failed,"Missing Cargo","Zone qlight_find_crushed_heli","1","19:11:56","19:12:28",
Bot93,"Игнатий Решетилов",hard,38,Failed,"Missing Cargo","Item Stolen military documents","1","19:12:33","19:12:39",
Bot93,"Игнатий Решетилов",hard,38,Completed,"Bridge Road Intersection","Bridge Road Intersection: Objective #1","1","19:12:44","19:14:05",
Bot93,"Игнатий Решетилов",hard,38,Completed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_3","1","19:14:10","19:14:58",
Bot93,"Игнатий Решетилов",hard,38,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_4","1","19:15:03","19:16:01",
Bot93,"Игнатий Решетилов",hard,38,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_2","1","19:16:06","19:17:50",
Bot94,"Эдуард Кузьмин",hard,18,Failed,"Helicopter Crash","Helicopter Crash: Objective #1","1","19:11:57","19:19:14",
Bot95,"Корней Семёнов",hard,27,Failed,"Lost Contact","Zone qlight_find_scav_group1","1","19:12:00","19:19:30",
