Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot4,"Ростислав Гусев",hard,5,Failed,"Power Station Stashes","Power Station Stashes: Objective #4","1","18:59:42","19:00:29",
Bot4,"Ростислав Гусев",hard,5,Completed,"Power Station Stashes","Power Station Stashes: Objective #3","1","19:00:34","19:00:44",
Bot4,"Ростислав Гусев",hard,5,Completed,"Power Station Stashes","Power Station Stashes: Objective #2","1","19:00:49","19:01:12",
Bot4,"Ростислав Гусев",hard,5,Completed,"Power Station Stashes","Power Station Stashes: Objective #1","1","19:01:17","19:02:01",
Bot4,"Ростислав Гусев",hard,5,Completed,"Goshan North Office","Goshan North Office: Objective #1","3","19:02:07","19:06:11",
Bot4,"Ростислав Гусев",hard,5,Completed,"Goshan Food Spawns","Goshan Food Spawns: Objective #3","4","19:06:17","19:07:40",
Bot4,"Ростислав Гусев",hard,5,Completed,"Goshan Food Spawns","Goshan Food Spawns: Objective #2","4","19:07:45","19:09:19",
Bot4,"Ростислав Гусев",hard,5,Failed,"Goshan Food Spawns","Goshan Food Spawns: Objective #1","1","19:09:24","19:10:02",
Bot5,"Ипполит Дорохов",hard,24,Failed,"Power Station Switch","Power Station Switch: Objective #1","1","18:59:43","19:09:58",
Bot7,"Артём Ковров",hard,25,Failed,"Railway Stashes","Railway Stashes: Objective #4","1","18:59:45","19:06:37",
Bot6,"Савва Голубкин",hard,17,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_2","1","18:59:45","19:02:17",
Bot6,"Савва Голубкин",hard,17,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_1","1","19:02:22","19:06:38",
Bot8,"Виталлий Мясников",hard,10,Failed,"Railway Area","Railway Area: Objective #2","1","18:59:46","19:06:46",
Bot8,"Виталлий Мясников",hard,10,Failed,"Railway Area","Railway Area: Objective #3","1","19:06:52","19:06:52",
Bot8,"Виталлий Мясников",hard,10,Failed,"Railway Area","Railway Area: Objective #4","1","19:06:57","19:06:57",
Bot8,"Виталлий Мясников",hard,10,Failed,"Railway Area","Railway Area: Objective #1","1","19:07:02","19:07:02",
Bot8,"Виталлий Мясников",hard,10,Failed,"Generic","Generic: Objective #1","1","19:07:07","19:07:07",
Bot8,"Виталлий Мясников",hard,10,Failed,"Generic","Generic: Objective #2","1","19:07:12","19:07:12",
Bot8,"Виталлий Мясников",hard,10,Failed,"Generic","Generic: Objective #3","1","19:07:17","19:07:17",
Bot11,"Олег Митькин",hard,18,Completed,"Railway Area","Railway Area: Objective #1","1","18:59:50","19:00:52",
Bot11,"Олег Митькин",hard,18,Completed,"Railway Area","Railway Area: Objective #2","1","19:00:57","19:01:06",
Bot11,"Олег Митькин",hard,18,Completed,"Railway Area","Railway Area: Objective #3","1","19:01:11","19:01:23",
Bot11,"Олег Митькин",hard,18,Completed,"Railway Area","Railway Area: Objective #4","1","19:01:28","19:01:37",
Bot11,"Олег Митькин",hard,18,Completed,"Railway Stashes","Railway Stashes: Objective #1","1","19:01:43","19:02:04",
Bot11,"Олег Митькин",hard,18,Completed,"Railway Stashes","Railway Stashes: Objective #2","1","19:02:09","19:03:03",
Bot11,"Олег Митькин",hard,18,Completed,"Railway Stashes","Railway Stashes: Objective #3","1","19:03:09","19:03:19",
Bot11,"Олег Митькин",hard,18,Completed,"Railway Stashes","Railway Stashes: Objective #4","1","19:03:24","19:04:26",
Bot11,"Олег Митькин",hard,18,Completed,"Railway Stashes","Railway Stashes: Objective #5","1","19:04:31","19:04:46",
Bot11,"Олег Митькин",hard,18,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_2","1","19:04:51","19:06:04",
Bot12,"Корнил Прибылов",hard,23,Failed,"Big Sale","Zone place_SALE_03_TREND","1","18:59:51","19:18:09",
Bot13,"Корней Самарин",hard,14,Failed,"Railway Stashes","Railway Stashes: Objective #4","1","18:59:55","19:19:39",
Bot15,"Вадим Кутяков",hard,31,Completed,"Hot Delivery","Zone place_merch_020_2","2","18:59:55","19:11:02",
Bot15,"Вадим Кутяков",hard,31,Completed,"Hot Delivery","Zone place_merch_020_1","2","19:11:07","19:17:08",
Bot15,"Вадим Кутяков",hard,31,Failed,"KIBA","KIBA: Objective #1","1","19:17:13","19:18:34",
Bot15,"Вадим Кутяков",hard,31,Failed,"Safe Room Area","Safe Room Area: Objective #2","1","19:18:39","19:19:21",
Bot26,"Евгений Волков",hard,21,Completed,"Database - Part 2","Item OLI cargo route documents","1","19:06:43","19:07:12",
Bot26,"Евгений Волков",hard,21,Completed,"Big Sale","Zone place_SALE_03_TOPBRAND","1","19:07:17","19:07:50",
Bot26,"Евгений Волков",hard,21,Failed,"Big Sale","Zone place_SALE_03_AVOKADO","1","19:07:55","19:11:25",
Bot27,"Casey Clatterbuck",hard,5,Completed,"IDEA Showroom","IDEA Showroom: Objective #5","1","19:07:14","19:07:26",
Bot27,"Casey Clatterbuck",hard,5,Completed,"IDEA Showroom","IDEA Showroom: Objective #4","1","19:07:31","19:07:38",
Bot27,"Casey Clatterbuck",hard,5,Completed,"IDEA Showroom","IDEA Showroom: Objective #6","1","19:07:43","19:07:47",
Bot27,"Casey Clatterbuck",hard,5,Completed,"IDEA Showroom","IDEA Showroom: Objective #3","1","19:07:52","19:09:29",
Bot27,"Casey Clatterbuck",hard,5,Completed,"IDEA Showroom","IDEA Showroom: Objective #2","1","19:09:35","19:09:37",
Bot27,"Casey Clatterbuck",hard,5,Completed,"IDEA Showroom","IDEA Showroom: Objective #1","1","19:09:42","19:10:52",
Bot27,"Casey Clatterbuck",hard,5,Completed,"Goshan Loading Corridor","Goshan Loading Corridor: Objective #7","1","19:10:57","19:12:25",
