Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot13,"Осип Чужинов",hard,20,Failed,"Beluga","Beluga: Objective #6","1","18:44:45","18:46:59",
Bot13,"Осип Чужинов",hard,20,Completed,"Beluga","Beluga: Objective #5","1","18:47:04","18:54:05",
Bot13,"Осип Чужинов",hard,20,Completed,"Beluga Rear Storage","Beluga Rear Storage: Objective #1","1","18:54:10","18:57:46",
Bot13,"Осип Чужинов",hard,20,Completed,"Beluga Rear Storage","Beluga Rear Storage: Objective #2","1","18:57:51","18:58:14",
Bot13,"Осип Чужинов",hard,20,Active,"Beluga","Beluga: Objective #4","1","18:58:19","N/A",
Bot15,"Остап Богун",hard,27,Pending,"Apartments near Tonni Hellfinger","Apartments near Tonni Hellfinger: Objective #1","1","18:44:45","N/A",
Bot14,"Давид Чучанов",hard,5,Pending,"Beluga","Beluga: Objective #6","1","18:44:45","N/A",
Bot17,"Jamey Lavigne",hard,15,Failed,"Concordia Building 9 Gym","Concordia Building 9 Gym: Objective #3","1","18:44:49","18:56:19",
Bot18,"Minh Beckstead",hard,18,Failed,"Lexos Offices","Lexos Offices: Objective #4","1","18:44:49","18:56:06",
Bot16,"Eloy Brashear",hard,10,Failed,"Checkannaya 15 Upstairs","Checkannaya 15 Upstairs: Objective #4","1","18:44:50","18:52:25",
Bot20,"Киса Кальянщик (Josef)",normal,1,Pending,"Primorsky Locked Apartment","Primorsky Locked Apartment: Objective #3","1","18:44:56","N/A",
Bot28,"Alex Khan",hard,14,Failed,"Beluga","Beluga: Objective #3","1","18:46:47","18:48:50",
Bot29,"Dale Harada",hard,10,Failed,"Beluga","Beluga: Objective #3","1","18:46:47","18:50:19",
Bot30,"Геннадий Толбанов",hard,19,Pending,"Shestyorochka","Shestyorochka: Objective #2","3","18:51:24","N/A",
Bot30,"Геннадий Толбанов",hard,19,Pending,"Shestyorochka","Shestyorochka: Objective #1","1","19:03:33","N/A",
Bot30,"Геннадий Толбанов",hard,19,Completed,"Ministry of the Interior Academy","Ministry of the Interior Academy: Objective #6","1","19:03:59","19:04:23",
Bot30,"Геннадий Толбанов",hard,19,Completed,"Ministry of the Interior Academy","Ministry of the Interior Academy: Objective #5","1","19:04:28","19:04:34",
Bot30,"Геннадий Толбанов",hard,19,Completed,"Ministry of the Interior Academy","Ministry of the Interior Academy: Objective #3","1","19:04:39","19:04:43",
Bot30,"Геннадий Толбанов",hard,19,Completed,"Ministry of the Interior Academy","Ministry of the Interior Academy: Objective #1","1","19:04:48","19:04:52",
Bot32,"Евдоким Коняшов",hard,19,Failed,"Pinewood Hotel Sparja","Pinewood Hotel Sparja: Objective #3","1","18:51:16","18:52:37",
Bot31,"Аркадий Тарновецкий",hard,27,Pending,"Nikitskaya 8","Nikitskaya 8: Objective #1","1","18:51:24","N/A",
