Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot80,"Elton Chamber",hard,9,Archived,"Railway Area","Railway Area: Objective #1","1","18:48:47","18:49:06",
Bot80,"Elton Chamber",hard,9,Archived,"Railway Area","Railway Area: Objective #2","1","18:49:11","18:49:37",
Bot80,"Elton Chamber",hard,9,Archived,"Railway Area","Railway Area: Objective #3","1","18:49:42","18:50:20",
Bot80,"Elton Chamber",hard,9,Archived,"Railway Area","Railway Area: Objective #4","1","18:50:25","18:50:37",
Bot80,"Elton Chamber",hard,9,Completed,"Railway Stashes","Railway Stashes: Objective #1","1","18:50:42","18:51:05",
Bot80,"Elton Chamber",hard,9,Completed,"Railway Stashes","Railway Stashes: Objective #2","1","18:51:10","18:51:19",
Bot80,"Elton Chamber",hard,9,Completed,"Railway Stashes","Railway Stashes: Objective #3","1","18:51:24","18:51:45",
Bot80,"Elton Chamber",hard,9,Completed,"Railway Stashes","Railway Stashes: Objective #4","1","18:51:50","18:52:11",
Bot80,"Elton Chamber",hard,9,Completed,"Railway Stashes","Railway Stashes: Objective #5","1","18:52:16","18:52:27",
Bot80,"Elton Chamber",hard,9,Completed,"Scav Camp Area","Scav Camp Area: Objective #1","1","18:52:32","18:58:37",
Bot80,"Elton Chamber",hard,9,Failed,"Scav Camp Area","Scav Camp Area: Objective #2","1","18:58:42","18:58:58",
Bot80,"Elton Chamber",hard,9,Completed,"Scav Camp Area","Scav Camp Area: Objective #3","1","18:59:03","19:05:27",
Bot80,"Elton Chamber",hard,9,Failed,"2nd Floor Sniping","2nd Floor Sniping: Objective #2","1","19:05:32","19:06:20",
Bot81,"Zach Hord",hard,20,Failed,"Database - Part 1","Item IDEA cargo manifests","1","18:48:48","18:59:48",
Bot82,"Odell Hanshaw",hard,24,Failed,"Railway Stashes","Railway Stashes: Objective #4","1","18:48:49","19:02:44",
Bot85,"Abdul Moffett",hard,13,Completed,"Railway Stashes","Railway Stashes: Objective #4","1","18:48:56","18:49:06",
Bot85,"Abdul Moffett",hard,13,Completed,"Railway Stashes","Railway Stashes: Objective #5","1","18:49:11","18:51:54",
Bot85,"Abdul Moffett",hard,13,Failed,"Railway Stashes","Railway Stashes: Objective #3","1","18:52:00","18:53:39",
Bot86,"Sidney Mcghee",hard,24,Failed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_2","1","18:48:57","18:53:03",
Bot87,"Chancey Mcardle",hard,6,Failed,"IDEA Office","IDEA Office: Objective #3","1","18:48:57","18:49:11",
Bot87,"Chancey Mcardle",hard,6,Failed,"IDEA Office","IDEA Office: Objective #2","1","18:49:17","18:49:26",
Bot87,"Chancey Mcardle",hard,6,Failed,"IDEA Office","IDEA Office: Objective #1","1","18:49:31","18:50:09",
Bot88,"John Benedetti",hard,12,Failed,"Techlight","Techlight: Objective #1","1","18:48:57","18:52:35",
