Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot12,"Спиридон Близнюк",hard,6,Pending,"Bilbo Coffee","Bilbo Coffee: Objective #1","1","12:06:04","N/A",
Bot10,"Евгений Ревягин",hard,10,Active,"Lexos Offices","Lexos Offices: Objective #3","1","12:08:25","N/A",
Bot11,"Борис Дуболазов",hard,18,Pending,"Urban Medicine","Item Chemical container with samples","1","12:06:04","N/A",
Bot26,"Isidro Daubert",hard,18,Pending,"You've Got Mail","Item Registered letter","1","12:07:02","N/A",
Bot22,"Delmar Siniard",hard,25,Active,"You've Got Mail","Item Registered letter","1","12:07:02","N/A",
Bot25,"Dwain Gillis",hard,23,Pending,"You've Got Mail","Item Registered letter","1","12:07:02","N/A",
Bot24,"Harrison Leopard",hard,21,Pending,"Watching You","Zone quest_zone_c21_look","1","12:07:02","N/A",
Bot23,"Arturo Woolf",hard,13,Pending,"Pets Won't Need It - Part 2","Zone Pharma_1","1","12:07:02","N/A",
Bot28,"Митрофан Шпингалет (Branden)",normal,1,Active,"Dostoevsky Restaurant","Dostoevsky Restaurant: Objective #2","1","12:08:25","N/A",
Bot7,"Тимурка Денди (Артём)",normal,1,Pending,"School","School: Objective #5","1","12:08:25","N/A",
