[2024-07-03T18:34:38.035Z] debug: 	Saved 15 profiles, took: 71.25ms
[2024-07-03T18:34:58.069Z] debug: 	Saved 15 profiles, took: 67.44ms
[2024-07-03T18:34:58.920Z] info: 	[Client Request] 80.6.65.95 \launcher\server\connect
[2024-07-03T18:34:59.062Z] info: 	[Client Request] 80.6.65.95 \launcher\ping
[2024-07-03T18:34:59.195Z] info: 	[Client Request] 80.6.65.95 \launcher\server\version
[2024-07-03T18:34:59.323Z] info: 	[Client Request] 80.6.65.95 \files\launcher\bg.png
[2024-07-03T18:34:59.734Z] info: 	[Client Request] 80.6.65.95 \launcher\ping
[2024-07-03T18:34:59.802Z] info: 	[Client Request] 80.6.65.95 \launcher\profile\login
[2024-07-03T18:34:59.935Z] info: 	[Client Request] 80.6.65.95 \launcher\profile\get
[2024-07-03T18:35:00.083Z] info: 	[Client Request] 80.6.65.95 \launcher\profile\info
[2024-07-03T18:35:00.217Z] info: 	[Client Request] 80.6.65.95 \launcher\server\version
[2024-07-03T18:35:00.360Z] info: 	[Client Request] 80.6.65.95 \launcher\server\loadedServerMods
[2024-07-03T18:35:00.489Z] info: 	[Client Request] 80.6.65.95 \launcher\server\serverModsUsedByProfile
[2024-07-03T18:35:00.645Z] info: 	[Client Request] 80.6.65.95 \files\launcher\side_usec.png
[2024-07-03T18:35:00.859Z] info: 	[Client Request] 80.6.65.95 \launcher\profile\login
[2024-07-03T18:35:00.990Z] info: 	[Client Request] 80.6.65.95 \launcher\profile\get
[2024-07-03T18:35:01.120Z] info: 	[Client Request] 80.6.65.95 \launcher\profile\info
[2024-07-03T18:35:01.253Z] info: 	[Client Request] 80.6.65.95 \launcher\server\version
[2024-07-03T18:35:04.366Z] info: 	[Client Request] 80.6.65.95 \launcher\profile\login
[2024-07-03T18:35:04.504Z] info: 	[Client Request] 80.6.65.95 \launcher\profile\get
[2024-07-03T18:35:04.631Z] info: 	[Client Request] 80.6.65.95 \launcher\profile\info
[2024-07-03T18:35:04.777Z] info: 	[Client Request] 80.6.65.95 \launcher\server\version
[2024-07-03T18:35:18.104Z] debug: 	Saved 15 profiles, took: 72.98ms
[2024-07-03T18:35:24.148Z] info: 	[Client Request] 80.6.65.95 \QuestingBots\GetConfig
[2024-07-03T18:35:27.298Z] info: 	[Client Request] 80.6.65.95 \singleplayer\airdrop\config
[2024-07-03T18:35:27.443Z] info: 	[Client Request] 80.6.65.95 \fika\client\config
[2024-07-03T18:35:27.497Z] info: 	[Client Request] 80.6.65.95 \singleplayer\settings\bot\difficulties\
[2024-07-03T18:35:27.676Z] info: 	[Client Request] 80.6.65.95 \singleplayer\settings\bot\difficulty\core\core
[2024-07-03T18:35:30.920Z] info: 	[Client Request] 80.6.65.95 \modsync\client\dirs
[2024-07-03T18:35:30.921Z] warn: 	No route found for /modsync/client/dirs
[2024-07-03T18:35:30.960Z] info: 	[Client Request] 80.6.65.95 \modsync\client\dirs
[2024-07-03T18:35:30.960Z] warn: 	No route found for /modsync/client/dirs
[2024-07-03T18:35:30.996Z] info: 	[Client Request] 80.6.65.95 \modsync\client\dirs
[2024-07-03T18:35:30.996Z] warn: 	No route found for /modsync/client/dirs
[2024-07-03T18:35:31.028Z] info: 	[Client Request] 80.6.65.95 \modsync\client\dirs
[2024-07-03T18:35:31.028Z] warn: 	No route found for /modsync/client/dirs
